User Name,Review Date,Rating,Review Body
Bobby,"Reviewed in the United States on March 5, 2025",4.0 out of 5 stars,"On Tyranny is a must-read, no doubt. It breaks down history’s lessons in a way that really makes you think about the world today. The twenty lessons hit hard and are super relevant, especially with everything going on now. Only reason it’s not a full 5 stars is some parts felt a bit heavy. Still, definitely worth the read!"
Suneet K. Bhatt,"Reviewed in the United States on January 31, 2025",4.0 out of 5 stars,"Two years ago it was “Caste”. Last year it was “Poverty, by America”. This year it is “On Tyranny”. A book that manages to pull everything together while blowing it all up at the same time.

This is an exceptionally scary but also exceptionally factual and familiar time.

We are on the very cusp of tyrannical times."
Dea Marie Baker,"Reviewed in the United States on January 16, 2025",4.0 out of 5 stars,"I liked it but I feel sad I think I might be missing page 116. It goes from page 115, a blank page, not even the number, then page 117. Is there a page 116? I feel like there should be something there, maybe a mishap in print. please let me know what page 116 says, that is all I can think about now and I need to know what it says."
Chester,"Reviewed in the United States on January 9, 2025",4.0 out of 5 stars,"Sez I have to, and it’s great because he never reads anything I ask him to. I assume it’s good because he sez it was of importance now"
Gerald Giordano,"Reviewed in the United States on December 12, 2024",4.0 out of 5 stars,"It was a good book,but could have more detailed."
L. Davis,"Reviewed in the United States on December 12, 2024",4.0 out of 5 stars,"A slim volume that can be read in an afternoon and then pondered on for weeks. I do a chapter a day, think about it and sometimes research. Most examples are Nazi Germany and the former USSR and I wish he would expand to use other examples. I'm interested in what else the author has written."
Nancy L,"Reviewed in the United States on December 3, 2024",4.0 out of 5 stars,"This book analyzes fascist regimes in the past so that the reader can understand how societal atrocities gradually escalate. It explains how a dictator gradually creates the environment for the people to believe that the truth is being told when they are being manipulated. If the populace is hoodwinked, how does this happen? Once the reader can see how it happened during WWI and WWII, it is clear that there are signs one can recognize when it is happening again. It goes through the signs, one by one, so the reader can understand and see that they must resist. It follows by outlining necessary strategies of resistance. The reader can see HOW to resist tyranny with specific strategies. The book is very easy to read and I think anyone can understand. It is not overly wordy or written in too much of an intellectual tone that could possibly alienate a reader. I strongly suggest this book for US citizens who feel the country is on the path to dictatorship. Everyone can find specific things that they can do to not allow the development of a fascist regime. The book creates such a clear picture. It makes what is happening with leadership easy to see. This book may be the first step toward resisting the development of fascism. I highly recommend that EVERY US citizen read this book."
Insomniac,"Reviewed in the United States on November 30, 2024",4.0 out of 5 stars,"Good book and would recommend.

Pros: Accurate history, good comparison for today's issues. Very insightful.

Cons: This books has some left leaning biases."
Christopher Preble,"Reviewed in the United States on November 27, 2024",4.0 out of 5 stars,"This was a required read for class, but I found it quite enjoyable on my own! It was succinct and easy to understand."
Michael T.,"Reviewed in the United States on November 24, 2024",4.0 out of 5 stars,"Book is laid out in digestible chunks so that was nice.

I was left feeling queasy, perhaps that was the intent.

There was a mix of, be ready to flee, protect your identity with, be ready to fight. Which is it?"
Manuela Freitag,"Reviewed in the United States on August 10, 2024",4.0 out of 5 stars,"I agree with most of what he said although he was jumping to conclusions like a grasshopper and skipping historic event connections from time to time.
I am with him on the result however. Trump is dangerous."
Russgladd,"Reviewed in the United States on July 10, 2024",4.0 out of 5 stars,"Good easy read. I like to read arguments from multiple sources. Mr. Snyder clearly fans the flames to one party being tyrannical. Like to see the follow up when nothing predicted or fear-mongered came to pass.

In 2024, the US Government has opened the door for “freedoms” for many while taxing all. On Tyranny is far from what the colonist of 1776 would call “Tyranny”. The US is going through changes. Political forces are financially able to say and do slander with little to no accountability. Many voters (of those who vote) have amnesia in Presidential and National election cycles. And without a war on home soil since 1814, Americans have it so good, this book will muddy the waters in the hands of impressionable minds eager to rebel from presumed parental damage.

Good easy read in context, you arm yourself with all manners of thought to have intelligible conversation."
Jim West,"Reviewed in the United States on June 29, 2024",4.0 out of 5 stars,A quick read. Packed with information relevant to what is happening today.
DebP McCabe,"Reviewed in the United States on May 24, 2024",4.0 out of 5 stars,Snyder refrains from specifics when discussing current politics but hints at the real problem facing American politics. He also hints too broadly at proposed solutions. Get a passport! Or three.
Janet Murphy,"Reviewed in the United States on February 28, 2024",4.0 out of 5 stars,"Those who should read this, won't. Those who will read this already know what danger lies ahead if tfg is voted in again"
Miss Understands,"Reviewed in the United States on January 30, 2024",4.0 out of 5 stars,"He had about 10 good rules, many of which evaluated to, ""Don't let the bad people slowly redefine the context that you're in — the definition of normal."" His main advice is, don't let institutions' integrity erode.

But about half of the 20 were just worthless, like ""Go outside and get some fresh air. and ""run for office."" Filler.

Read it in an hour. Not much meat on these bones. Probably worth 4 bucks, not 8."
Suzuha,"Reviewed in the United States on October 8, 2023",4.0 out of 5 stars,"The twenty points enlisted in this book try to “teach” American citizens (or all citizens living in democratic countries) of how easily democracy and personal freedom can slip away without even realizing. With this serious warning, Timothy Snyder also states ways from history of avoiding the “slippery slope “ of decadence of democracy and make it stronger.
A short but insightful summary of current American political realities, highly recommended."
Mole_Catcher,"Reviewed in the United States on September 3, 2023",4.0 out of 5 stars,"A friend recommended this to me. The political and historical background to the lessons is well presented and I believe the advice is all sound.

I'm dropping one star only because for the most part it confirmed my existing points of view. I'm guessing that the people most in need of reading it are the people least likely to do so. Those who would rather defend their own illusions that check into history, check facts, or apply logic."
Barry W. Summers,"Reviewed in the United States on March 25, 2023",4.0 out of 5 stars,"The first few chapters were especially the best. However, as the book goes on, the author starts to talk more and more about Trump. Some of the comparisons made were actually very interesting and insightful, and some were just some over-the-top bashing. The bashing made me rate 4 stars instead of 5.

Besides all that though, it's an interesting book that describes the processes of authoritarian government in good depth."
Kindle Customer,"Reviewed in the United States on December 6, 2022",4.0 out of 5 stars,"Read it in an hour or so, it's basically 20 short chapters on how not to fall into the authoritarian trap. I would recommend almost any quality history book with detailed historical narratives above this one, as reading more 'heavy' stuff gives you some better understanding of what Snyder is referring to. Nevertheless, this is a good read."
E. Hanks,"Reviewed in the United States on September 27, 2022",4.0 out of 5 stars,"Most of the points made are very good. Though this book was written before the Biden regime came to power, the author demonstrates how dangerous such a regime could be."
Amazon Customer,"Reviewed in the United States on July 10, 2022",4.0 out of 5 stars,Good read and a lot of parallels to what is happening in the US and all the “Gun Violence”. Using tragedy and fear to make policy and promise safety in exchange for freedom. Definitely seeing the long term goal of Putin and Europe.
eve Waterhouse,"Reviewed in the United States on March 27, 2022",4.0 out of 5 stars,"I don't even know how this book came into my possession, but I'm glad it did. A very small and short book, written sparingly but packed with food for thought, I find myself opening it often, almost as a religious person might open their holy book. You can open and read one short chapter at a time, and ruminate about its meaning. You can read other passages and then try to put them together.

I don't give 5 star ratings for many books, so this one earns my top recommendation of 4. It has a few flaws. One example: It references ""the president"" many times, meaning Trump, but over time, will readers understand that?"
CJA,"Reviewed in the United States on January 19, 2022",4.0 out of 5 stars,"A very concise primer on the subjects Snyder develops far more thoroughly in ""The Road to Unfreedom."" His subject is the toxic brand of authoritarianism that has developed in the new century, and the need to combat it."
Bob from Mass.,"Reviewed in the United States on December 21, 2021",4.0 out of 5 stars,"The only thing that bothers me about this book is that I don't think Trump is smart enough to pull it off. Snyder is an intellect who makes a good case, but I don't see Trump as being smart enough to grasp much more than the outlines of what he is accused of pulling off (or trying to pull off.)

Who, then, is the puppet master?"
